utt_id,audio_path,predicted,ground_truth,wer,cer
0a6498c625,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0a6498c625.flac,छन् अन्नाइसै बाह्न बेजु लैमा,सन् १९९२ जुलाईमा,1.6666666666666667,1.25
001625cc1d,/kaggle/working/asr_nepali_data/asr_nepali/data/00/001625cc1d.flac,उन्नाइस सय उनान पचास को टिसेमबरमा,१९४९ को डिसेम्बरमा,1.6666666666666667,1.2222222222222223
0bf8a3c381,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0bf8a3c381.flac,दुई हजार पत्रीस साल देखि लोक,२०३२ सालदेखि लोक,1.6666666666666667,1.0
0266d03fb3,/kaggle/working/asr_nepali_data/asr_nepali/data/02/0266d03fb3.flac,जानुमा ले नि भाइ साबहिलमा,जन्मदिन २२ अप्रिलमा,1.6666666666666667,0.7894736842105263
03730973c9,/kaggle/working/asr_nepali_data/asr_nepali/data/03/03730973c9.flac,हो ल गाउ जहाँ बाटा,गाउँँ जहाँबाट लजिस्टिक,1.6666666666666667,0.7727272727272727
0421bebce3,/kaggle/working/asr_nepali_data/asr_nepali/data/04/0421bebce3.flac,थियो। आफ्ना पोलि चाहिँ दिनुहोस्।,आफ्नो परिचय दिनुहोस्,1.6666666666666667,0.75
020c966955,/kaggle/working/asr_nepali_data/asr_nepali/data/02/020c966955.flac,हुन्छ वर्बत किलो मिटर छौ।,वर्ग किलोमिटर छ,1.6666666666666667,0.7333333333333333
013f590098,/kaggle/working/asr_nepali_data/asr_nepali/data/01/013f590098.flac,दुई हजार आठा सालको जनगणा अनुसारा,२०२८ सालको जनगणनाअनुसार,1.6666666666666667,0.6521739130434783
0abe204585,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0abe204585.flac,भएको चलिरा छ बच्चनले चलचित्र खरमा आफ्नो,बच्चनले चलचित्रहरूमा आफ्नो,1.6666666666666667,0.6153846153846154
0a1bb84da8,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0a1bb84da8.flac,ब्रिको ले उनीहरु दुबै लागि।,भृगुले उनीहरू दुबैलाई,1.6666666666666667,0.5714285714285714
02b2941e30,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02b2941e30.flac,14 मुस्ताव दिको महामारी नै,१४औं शताब्दीको महामारीले,1.6666666666666667,0.5416666666666666
02f7d593a4,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02f7d593a4.flac,त थफा विषे साधीकार पाच,तथा विशेषाधिकार ५,1.6666666666666667,0.5294117647058824
0402a171e4,/kaggle/working/asr_nepali_data/asr_nepali/data/04/0402a171e4.flac,हो उहा धनी लाल्या त,उहाँ धनीलाल यादव,1.6666666666666667,0.5
06d17b3a70,/kaggle/working/asr_nepali_data/asr_nepali/data/06/06d17b3a70.flac,त्यो यो जना निद्रशका रुपमा,योजना निर्देशकका रूपमा,1.6666666666666667,0.5
0ad6d5bc5e,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0ad6d5bc5e.flac,आति बाइसीहरुको महा मलाई यस्।,आदिवासीहरूको मामलाले यस,1.6666666666666667,0.4782608695652174
085b04d6e5,/kaggle/working/asr_nepali_data/asr_nepali/data/08/085b04d6e5.flac,जना सहभवागी त आहवान गरे।,जनसहभागिता आव्हान गरे,1.6666666666666667,0.47619047619047616
025250a1a0,/kaggle/working/asr_nepali_data/asr_nepali/data/02/025250a1a0.flac,दोक छ नि समान गर्छ,ढोग्छन् सम्मान गर्छन्,1.6666666666666667,0.42857142857142855
08fa422468,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08fa422468.flac,सबादी सिद्यान्तका पश्च्नहरु भा रे,मार्क्सवादी सिद्धान्तका प्रश्नहरूबारे,1.6666666666666667,0.40540540540540543
0b91804a8e,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b91804a8e.flac,उसमा नि साम्राज्य १२ १७ १९,उस्मानी साम्राज्य १२९९,1.6666666666666667,0.36363636363636365
0ac45099a6,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0ac45099a6.flac,महादेबको ११ वर्ष त पश्चामा,महादेवको बाह्रवर्षे तपस्यामा,1.6666666666666667,0.35714285714285715
011c409a14,/kaggle/working/asr_nepali_data/asr_nepali/data/01/011c409a14.flac,नेपालका बाम पन् थिए राजना तिग्या,नेपालका बामपन्थी राजनीतिज्ञ,1.6666666666666667,0.3333333333333333
021e1cabc1,/kaggle/working/asr_nepali_data/asr_nepali/data/02/021e1cabc1.flac,उदै देउ नेपालको सुद्र पश्चि मान्छलमा,उदयदेव नेपालको सुदूरपश्चिमाञ्चल,1.6666666666666667,0.3225806451612903
075c60d3e9,/kaggle/working/asr_nepali_data/asr_nepali/data/07/075c60d3e9.flac,अ गर्डेश पौडेल ज्यू नमोस्कार,गणेश पौडेलज्यू नमस्कार,1.6666666666666667,0.3181818181818182
02440f12c7,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02440f12c7.flac,उपिन्द्र याद अब नै ताका,उपेन्द्र यादव नेताका,1.6666666666666667,0.3
0bfccf81f0,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0bfccf81f0.flac,दुवै म पराल को आएको,दुवैमा परालको आगो,1.6666666666666667,0.29411764705882354
0977e4eb46,/kaggle/working/asr_nepali_data/asr_nepali/data/09/0977e4eb46.flac,अ भयका उत परिवतन हरुको प्रश्न,भएका उत्परिवर्तनहरूको प्रश्न,1.6666666666666667,0.2857142857142857
048dfa016a,/kaggle/working/asr_nepali_data/asr_nepali/data/04/048dfa016a.flac,सर किटको प्रयाक गरिन थियो।,सर्किटको प्रयोग गरिन्थ्यो,1.6666666666666667,0.24
060631e4e5,/kaggle/working/asr_nepali_data/asr_nepali/data/06/060631e4e5.flac,गौ कोटमा पृथ्वी नराएन साहले,गौकोटमा पृथ्वीनारायण शाहले,1.6666666666666667,0.23076923076923078
03de74780d,/kaggle/working/asr_nepali_data/asr_nepali/data/03/03de74780d.flac,त्यस बेला गीहेन्द्र संसेर जस्तै,त्यसबेला गेहेन्द्र शमशेरजस्तै,1.6666666666666667,0.20689655172413793
03a7a9cef6,/kaggle/working/asr_nepali_data/asr_nepali/data/03/03a7a9cef6.flac,आज्या अनुसार कम लाले अगाडी,आज्ञाअनुसार कमलाले अगाडि,1.6666666666666667,0.16666666666666666
051d2de5db,/kaggle/working/asr_nepali_data/asr_nepali/data/05/051d2de5db.flac,उ द्योग यन्त्र मानु सम्म प्रचुर,उद्योग यन्त्रमानवसम्म प्रचुर,1.6666666666666667,0.14285714285714285
0b9266790c,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b9266790c.flac,मेसो पोटा म या तर्फ लागेका मानिन्छ,मेसोपोटामियातर्फ लागेका मानिन्छ,1.6666666666666667,0.12903225806451613
07e855e464,/kaggle/working/asr_nepali_data/asr_nepali/data/07/07e855e464.flac,[सङ्गीत] एक मात्र,एकमात्र अपरेसन,1.5,1.1428571428571428
081ed143f5,/kaggle/working/asr_nepali_data/asr_nepali/data/08/081ed143f5.flac,सहा चाहिँ थिएक्ने,सहजै छेक्ने,1.5,0.9090909090909091
0433360560,/kaggle/working/asr_nepali_data/asr_nepali/data/04/0433360560.flac,अराबु न दाई।,अभाव हुँदा,1.5,0.8
088787d21a,/kaggle/working/asr_nepali_data/asr_nepali/data/08/088787d21a.flac,हामीले लेखक त थाहा हास्य बेंगेकार हुन्।,लेखक तथा हास्यव्यङ्यकार हुन्,1.5,0.6071428571428571
0af4e6c08b,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0af4e6c08b.flac,थियो साम अर्थ्यो हुन्छ,सामर्थ्य हुन्छ,1.5,0.5714285714285714
02221b56d5,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02221b56d5.flac,बबाली लाई आदुनिक,भवनलाई आधुनिक,1.5,0.5384615384615384
046d78b574,/kaggle/working/asr_nepali_data/asr_nepali/data/04/046d78b574.flac,ने मित्ती रुपमा,नियमित रूपमा,1.5,0.5
0e82810953,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e82810953.flac,कुरु द भाइन,क्रुद्ध भइन्,1.5,0.5
08fc7b8f78,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08fc7b8f78.flac,सि दान्टस थापे,सिद्धान्त स्थापित,1.5,0.47058823529411764
0f90b726ec,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0f90b726ec.flac,सास्ट्रमा यस्तो लाइ,शास्त्रमा यसलाई,1.5,0.4666666666666667
0cc90ee426,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0cc90ee426.flac,यो रंगुन आइपुगिन,रङ्गुन आइपुगिन्।,1.5,0.4375
08dabd1b27,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08dabd1b27.flac,कास्की बार्क तित्वन,कास्कीबाट चितवन,1.5,0.4
053c169665,/kaggle/working/asr_nepali_data/asr_nepali/data/05/053c169665.flac,ब्राउन दराली खित,ब्राउनद्वारा लिखित,1.5,0.3888888888888889
065b6723d8,/kaggle/working/asr_nepali_data/asr_nepali/data/06/065b6723d8.flac,लोचा चोडी गरिन्छ।,लुछाचुँडी गरिन्छ,1.5,0.375
0aa580504b,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0aa580504b.flac,मलाई मिलाई जाड,मलामीलाई जाँड,1.5,0.3076923076923077
089628c4a2,/kaggle/working/asr_nepali_data/asr_nepali/data/08/089628c4a2.flac,। लस गोली आद्रोस,लस गोलिआद्रोस,1.5,0.3076923076923077
00c0636c06,/kaggle/working/asr_nepali_data/asr_nepali/data/00/00c0636c06.flac,तिर ठका रुपमा,तीर्थका रूपमा,1.5,0.3076923076923077
0b9d5080d9,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b9d5080d9.flac,नाराण सान्यल दुरा,नारायण सान्यालद्वारा,1.5,0.3
00163facae,/kaggle/working/asr_nepali_data/asr_nepali/data/00/00163facae.flac,विद्वान अर्को दियान,विद्वानहरूको ध्यान,1.5,0.2777777777777778
0b9f400505,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b9f400505.flac,सबै त हरुमा देखिएको,सभ्यताहरूमा देखिएको,1.5,0.2631578947368421
07f55db913,/kaggle/working/asr_nepali_data/asr_nepali/data/07/07f55db913.flac,अ ग्रेन्डी फ्लोरा निर्धारण,ग्राण्डिफ्लोरा निर्धारण,1.5,0.2608695652173913
0e8c827330,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e8c827330.flac,प्रते चौ बाटोमा,प्रत्येक चौबाटोमा,1.5,0.23529411764705882
04f98fa34d,/kaggle/working/asr_nepali_data/asr_nepali/data/04/04f98fa34d.flac,परेसित गरा यो,परिचित गराइयो,1.5,0.23076923076923078
08cc3bab68,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08cc3bab68.flac,रामेश विकल दवारा,रमेश विकलद्वारा,1.5,0.2
0993a8a5e4,/kaggle/working/asr_nepali_data/asr_nepali/data/09/0993a8a5e4.flac,सँग सँगै फर्कान्छन्।,सँगसँगै फर्कन्छन्,1.5,0.17647058823529413
07ac220422,/kaggle/working/asr_nepali_data/asr_nepali/data/07/07ac220422.flac,सले ले खाइमा,यसले लेखाइमा,1.5,0.16666666666666666
05137565a9,/kaggle/working/asr_nepali_data/asr_nepali/data/05/05137565a9.flac,जन्नु हुने छ,जान्नु हुनेछ,1.5,0.16666666666666666
0a09077a0a,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0a09077a0a.flac,सिक परिवार सँग,सिख परिवारसँग,1.5,0.15384615384615385
06709e0379,/kaggle/working/asr_nepali_data/asr_nepali/data/06/06709e0379.flac,लेखहरु हुने छन्,लेखहरू हुनेछन्,1.5,0.14285714285714285
0adb14f302,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0adb14f302.flac,तमर खोले लिम्बुहरु,तमरखोले लिम्बुहरू,1.5,0.11764705882352941
0bf5715eb1,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0bf5715eb1.flac,सन अठारा चाहिँ नब्बेको,सन् १८९० को,1.3333333333333333,1.4545454545454546
0e874b1317,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e874b1317.flac,तर सन उन्नै सतिर चालीस,तर सन् १९४३,1.3333333333333333,1.3636363636363635
066ded5932,/kaggle/working/asr_nepali_data/asr_nepali/data/06/066ded5932.flac,[सङ्गीत] यही चाहिँ गरि उनले आफ्नो,यसैगरी उनले आफ्नो,1.3333333333333333,1.1176470588235294
00ab3895f1,/kaggle/working/asr_nepali_data/asr_nepali/data/00/00ab3895f1.flac,बञजङगल पान्छेत्री चाली सेक्टर,वनजङ्गल ५४३ हेक्टर,1.3333333333333333,1.0555555555555556
0aac70b7ac,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0aac70b7ac.flac,[सङ्गीत] फोसपुरै मैले नम र,भोजपुरी मल्यालम र,1.3333333333333333,1.0
00bfc01fdb,/kaggle/working/asr_nepali_data/asr_nepali/data/00/00bfc01fdb.flac,मा त्यस्तै दुई हजार तीनमा,त्यस्तै २००३ मा,1.3333333333333333,0.9333333333333333
05123e3855,/kaggle/working/asr_nepali_data/asr_nepali/data/05/05123e3855.flac,म गले त सोरणा नै छन्,स्वर्ण नै छन्,1.3333333333333333,0.9230769230769231
016ae1bc41,/kaggle/working/asr_nepali_data/asr_nepali/data/01/016ae1bc41.flac,[सङ्गीत] कस्त दिइरहेको मा,कष्ट दिइरहेकोमा म,1.3333333333333333,0.8235294117647058
04976faf9c,/kaggle/working/asr_nepali_data/asr_nepali/data/04/04976faf9c.flac,मलाई मलाई नै हरेक बर्छ।,मल्लले हरेक वर्ष,1.3333333333333333,0.75
0ed3b4644c,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0ed3b4644c.flac,अर्सठ्ठी बैसाख पुड्ने माको,६८ बैशाख पूर्णिमाको,1.3333333333333333,0.7368421052631579
01c0f73352,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01c0f73352.flac,[सङ्गीत] बिटिष बालतको बंगाल,ब्रिटिस भारतको बङ्गाल,1.3333333333333333,0.6666666666666666
07fc7453c1,/kaggle/working/asr_nepali_data/asr_nepali/data/07/07fc7453c1.flac,अ ब्रिहत जनपर्दाशनहरुलाई हामी कति,वृहद् जनप्रदर्शनहरूलाई हामी,1.3333333333333333,0.6296296296296297
0fbe223c7e,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0fbe223c7e.flac,खको नि जाइब अचेत्र,खगोल जैव क्षेत्र,1.3333333333333333,0.625
064ec551ff,/kaggle/working/asr_nepali_data/asr_nepali/data/06/064ec551ff.flac,यागो जनत संक्या छौ।,यहाँको जनसङ्ख्या ६,1.3333333333333333,0.6111111111111112
02eb240d6b,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02eb240d6b.flac,आतिलाई आक्रमन गर्यो है,हात्तीलाई आक्रमण गरे,1.3333333333333333,0.6
0954c145c5,/kaggle/working/asr_nepali_data/asr_nepali/data/09/0954c145c5.flac,तचिनमा नटा राम्बेसर हेती,दक्षिणमा नटारम्भेश्वर यति,1.3333333333333333,0.56
05ef62a763,/kaggle/working/asr_nepali_data/asr_nepali/data/05/05ef62a763.flac,भनेजी महानन्दा भन्ने जी अपयारण,महानन्दा वन्यजीव अभयारण्य,1.3333333333333333,0.56
0c665ceb39,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c665ceb39.flac,गर्फाबाटी यस्तै दिएको गमरमा,गर्भवती स्त्रीको कमरमा,1.3333333333333333,0.5454545454545454
04c61ee647,/kaggle/working/asr_nepali_data/asr_nepali/data/04/04c61ee647.flac,उपको रानु हुन्छ जस्तले,उपकरण हुन् जसले,1.3333333333333333,0.5333333333333333
0136fb8671,/kaggle/working/asr_nepali_data/asr_nepali/data/01/0136fb8671.flac,हो। यसी अलि देशको रुपमा,एसियाली देशको रूपमा,1.3333333333333333,0.5263157894736842
03a6915b6b,/kaggle/working/asr_nepali_data/asr_nepali/data/03/03a6915b6b.flac,सस्था क्रिया सिल छ।,संस्था कृयाशील छ,1.3333333333333333,0.5
05ac1f310c,/kaggle/working/asr_nepali_data/asr_nepali/data/05/05ac1f310c.flac,दा आन्दो अर्का हुदै,विरुद्ध आन्दोलन चर्काउँदै,1.3333333333333333,0.48
0dc151be52,/kaggle/working/asr_nepali_data/asr_nepali/data/0d/0dc151be52.flac,पछि यिंकलाप राखिएको थियो।,इन्कलाब राखिेएको थियो,1.3333333333333333,0.47619047619047616
0362b236a5,/kaggle/working/asr_nepali_data/asr_nepali/data/03/0362b236a5.flac,की समस्था भित्या थिए,कि समस्त विद्यार्थी,1.3333333333333333,0.47368421052631576
0193edae73,/kaggle/working/asr_nepali_data/asr_nepali/data/01/0193edae73.flac,त्यहाको मा बर्ना ए,त्यहाँको अस्पतालमा भर्ना,1.3333333333333333,0.4583333333333333
0f303ae413,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0f303ae413.flac,कांग्रेसका उपास हवाती मुन्छ,काङ्ग्रेसका उपसभापति हुनुहुन्छ,1.3333333333333333,0.43333333333333335
0a3dfdea7e,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0a3dfdea7e.flac,उनै जिप छैन नि,कुनै जीव छैनन्,1.3333333333333333,0.42857142857142855
0f024e042c,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0f024e042c.flac,राशायनहरु संग सम्लाग्न धरिदैन।,रसायनहरूसँग संलग्न गरिँदैन,1.3333333333333333,0.4230769230769231
0834c2878f,/kaggle/working/asr_nepali_data/asr_nepali/data/08/0834c2878f.flac,हार्नेक मगलमा नै सुवकामना,हार्दिक मङ्गलमय शुभकामना,1.3333333333333333,0.4166666666666667
0932146465,/kaggle/working/asr_nepali_data/asr_nepali/data/09/0932146465.flac,महातिर छ भन्नेको छ।,महातीर्थ भनिएको छ,1.3333333333333333,0.4117647058823529
01f2db9bf0,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01f2db9bf0.flac,राम ल्याफ माति लगि,रामले आफूमाथि लगी,1.3333333333333333,0.4117647058823529
05c86083a0,/kaggle/working/asr_nepali_data/asr_nepali/data/05/05c86083a0.flac,पहिलो दुवै माहा साषान शक्ता,पहिलो दुवैमा शासनसत्ता,1.3333333333333333,0.4090909090909091
0701b56f9a,/kaggle/working/asr_nepali_data/asr_nepali/data/07/0701b56f9a.flac,चाहिँ बैसाखमा गुरास ले,चैत वैशाखमा गुराँसले,1.3333333333333333,0.4
0cc36c77da,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0cc36c77da.flac,अनि भाषा बिकेयनको क्यान,पनि भाषाविज्ञानको ज्ञान,1.3333333333333333,0.391304347826087
0e0a4a562f,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e0a4a562f.flac,५ सलामा बर्ना भए।,पाठशालामा भर्ना भए,1.3333333333333333,0.3888888888888889
07fed19466,/kaggle/working/asr_nepali_data/asr_nepali/data/07/07fed19466.flac,साइत तिमा तिन वटा र,साहित्यमा तीनवटा र,1.3333333333333333,0.3888888888888889
0facf2a95b,/kaggle/working/asr_nepali_data/asr_nepali/data/0f/0facf2a95b.flac,तर सम्म नै भिन्न त,तर सामान्य भिन्नता,1.3333333333333333,0.3888888888888889
0e7f389716,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e7f389716.flac,भाइन र केहि भाक,भनेर केही भाग,1.3333333333333333,0.38461538461538464
06996c6628,/kaggle/working/asr_nepali_data/asr_nepali/data/06/06996c6628.flac,तुहीलाई नाममा अगाडी देखिन्छ।,तुलनामा अगाडि देखिन्छ,1.3333333333333333,0.38095238095238093
09b10d5fa4,/kaggle/working/asr_nepali_data/asr_nepali/data/09/09b10d5fa4.flac,गुड रसायण सास्थ्र थिए।,गूढ रसायनशास्त्री थिए,1.3333333333333333,0.38095238095238093
064a502f49,/kaggle/working/asr_nepali_data/asr_nepali/data/06/064a502f49.flac,स्क्रियालाई पाउनी र को,यस क्रियालाई पनिरको,1.3333333333333333,0.3684210526315789
0c36f63edf,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c36f63edf.flac,अन्न पुना सम्रक्षन क्षेत्रा,अन्नपूर्ण संरक्षण क्षेत्र,1.3333333333333333,0.36
0e8eac1e93,/kaggle/working/asr_nepali_data/asr_nepali/data/0e/0e8eac1e93.flac,अन्जा बालीमा छ को,अन्डा भाले माछाको,1.3333333333333333,0.35294117647058826
08f718b2a7,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08f718b2a7.flac,कटाउन त थाहा सरिरबाट,घटाउन तथा शरीरबाट,1.3333333333333333,0.35294117647058826
08722cff84,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08722cff84.flac,यो बाहरु उनीहरुका पछ,युवाहरू उनीहरूका पसल,1.3333333333333333,0.35
0c5aac5495,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0c5aac5495.flac,आठ वटाहरु निदन पछि,आठवटा र निधनपछि,1.3333333333333333,0.3333333333333333
0af073c454,/kaggle/working/asr_nepali_data/asr_nepali/data/0a/0af073c454.flac,पुनेमा अभइद रुप बाट,पुणेमा अवैध रूपबाट,1.3333333333333333,0.3333333333333333
0d64ab6f47,/kaggle/working/asr_nepali_data/asr_nepali/data/0d/0d64ab6f47.flac,साउमर्थनमा लाखनाउमा को किलहरुले,समर्थनमा लखनउमा वकिलहरूले,1.3333333333333333,0.32
075f1a62d9,/kaggle/working/asr_nepali_data/asr_nepali/data/07/075f1a62d9.flac,सुजाउ दिन्दा छर्किने लाई।,सुझाव दिँदा झर्किनेलाई,1.3333333333333333,0.3181818181818182
03342349ae,/kaggle/working/asr_nepali_data/asr_nepali/data/03/03342349ae.flac,छल्जित्र अब बिनेत्री हुन्।,चलचित्र अभिनेत्री हुन्,1.3333333333333333,0.3181818181818182
0730254496,/kaggle/working/asr_nepali_data/asr_nepali/data/07/0730254496.flac,खेरिहो रुको अकार उत्पदन,खेतीहरूको आकार उत्पादन,1.3333333333333333,0.3181818181818182
0418c87dd0,/kaggle/working/asr_nepali_data/asr_nepali/data/04/0418c87dd0.flac,बेरुको आन्देश हिमसिं गराको,पेरुको आन्देस हिमशृङ्खलाको,1.3333333333333333,0.3076923076923077
008d96572b,/kaggle/working/asr_nepali_data/asr_nepali/data/00/008d96572b.flac,परेराम सो रुप प्राप्द एक,परिणामस्वरूप प्राप्त एक,1.3333333333333333,0.30434782608695654
0667997af3,/kaggle/working/asr_nepali_data/asr_nepali/data/06/0667997af3.flac,दही चुरे सोबाबको बनाइदिन्छ।,दहीचिउरे स्वभावको बनाइदिन्छ,1.3333333333333333,0.2962962962962963
01c3793721,/kaggle/working/asr_nepali_data/asr_nepali/data/01/01c3793721.flac,सनि बार र मंगल बार,शनिबार र मङ्गलबार,1.3333333333333333,0.29411764705882354
035d3e3c4f,/kaggle/working/asr_nepali_data/asr_nepali/data/03/035d3e3c4f.flac,छ अद्यान गर्नु भएको छ,अध्ययन गर्नुभएको छ,1.3333333333333333,0.2777777777777778
02235d5810,/kaggle/working/asr_nepali_data/asr_nepali/data/02/02235d5810.flac,पिउ न पर्यो गरिन्छ।,पिउन प्रयोग गरिन्छ,1.3333333333333333,0.2777777777777778
0ca2b67e85,/kaggle/working/asr_nepali_data/asr_nepali/data/0c/0ca2b67e85.flac,ए सम्बन दमा विशेश,यस सम्बन्धमा विशेष,1.3333333333333333,0.2777777777777778
0dec1b1ed8,/kaggle/working/asr_nepali_data/asr_nepali/data/0d/0dec1b1ed8.flac,लागिक कहिलको महत्र देखि,लागि कैलको महत्त्वदेखि,1.3333333333333333,0.2727272727272727
08ed83e0eb,/kaggle/working/asr_nepali_data/asr_nepali/data/08/08ed83e0eb.flac,पुल निर्मान गराउनु भएको हो।,पुल निर्माण गराउनुभएको,1.3333333333333333,0.2727272727272727
0b0c8acf8f,/kaggle/working/asr_nepali_data/asr_nepali/data/0b/0b0c8acf8f.flac,तेरो तुम शिल्लाका सुधाप,तेह्रथुम जिल्लाका सुदाप,1.3333333333333333,0.2608695652173913
